return_id,order_item_id,return_date,reason,refund_amount
1253,22531,2025-02-18,Defective,334.4
1254,22451,2025-02-19,Not as described,710.1
1255,23377,2025-02-19,Defective,1574.1
1256,23393,2025-02-19,Changed mind,157.68
1257,22132,2025-02-19,Size/fit issue,219.0
1258,22860,2025-02-19,Size/fit issue,592.2
1259,23507,2025-02-19,Changed mind,703.04
1260,23386,2025-02-20,Defective,449.0
1261,22918,2025-02-20,Not as described,197.1
1262,22837,2025-02-20,Not as described,898.0
1263,22083,2025-02-20,Late delivery,329.0
1264,22778,2025-02-21,Changed mind,785.74
1265,22243,2025-02-21,Late delivery,404.1
1266,21942,2025-02-21,Defective,458.1
1267,22232,2025-02-21,Late delivery,1679.2
1268,23249,2025-02-22,Size/fit issue,449.0
1269,22891,2025-02-23,Changed mind,3618.27
1270,23336,2025-02-23,Changed mind,827.1
1271,22668,2025-02-23,Not as described,381.65
1272,22174,2025-02-24,Wrong item,449.0
1273,23159,2025-02-24,Size/fit issue,426.55
1274,22453,2025-02-24,Size/fit issue,661.3
1275,23653,2025-02-25,Defective,359.2
1276,23492,2025-02-25,Changed mind,764.1
1277,22593,2025-02-26,Defective,197.1
1278,23905,2025-02-26,Late delivery,509.0
1279,23721,2025-02-26,Changed mind,314.1
1280,22563,2025-02-27,Late delivery,1799.0
1281,22555,2025-02-27,Size/fit issue,449.0
1282,22894,2025-02-27,Wrong item,449.0
1283,23217,2025-02-27,Not as described,1149.0
1284,22535,2025-02-27,Size/fit issue,219.0
1285,23704,2025-02-27,Defective,246.05
1286,23205,2025-02-27,Wrong item,381.65
1287,23445,2025-02-27,Changed mind,1170.49
1288,22488,2025-02-27,Defective,939.0
1289,22979,2025-02-28,Wrong item,798.15
1290,22989,2025-02-28,Defective,657.0
1291,23894,2025-02-28,Late delivery,7649.0
1292,23890,2025-02-28,Wrong item,359.2
1293,22730,2025-03-01,Defective,698.0
1294,23775,2025-03-01,Late delivery,153.3
1295,24065,2025-03-01,Not as described,219.0
1296,23772,2025-03-02,Defective,759.0
1297,23473,2025-03-02,Changed mind,11158.2
1298,23652,2025-03-02,Changed mind,1034.1
1299,23588,2025-03-02,Size/fit issue,449.0
1300,24119,2025-03-02,Changed mind,727.38
1301,23166,2025-03-03,Not as described,404.1
1302,22695,2025-03-03,Changed mind,383.9
1303,24319,2025-03-03,Changed mind,808.2
1304,23435,2025-03-04,Size/fit issue,449.0
1305,23659,2025-03-04,Defective,1376.1
1306,22703,2025-03-04,Late delivery,449.0
1307,22967,2025-03-04,Wrong item,2139.0
1308,23796,2025-03-05,Not as described,368.1
1309,23975,2025-03-05,Size/fit issue,349.0
1310,23521,2025-03-05,Defective,2345.15
1311,23712,2025-03-07,Not as described,390.15
1312,23474,2025-03-07,Defective,449.0
1313,23476,2025-03-08,Size/fit issue,186.15
1314,23533,2025-03-08,Defective,289.0
1315,23261,2025-03-08,Defective,4742.1
1316,23176,2025-03-08,Late delivery,146.3
1317,23058,2025-03-08,Size/fit issue,2068.2
1318,23586,2025-03-09,Changed mind,2483.1
1319,24495,2025-03-11,Wrong item,104878.4
1320,24144,2025-03-11,Wrong item,279.2
1321,24197,2025-03-12,Defective,404.1
1322,23519,2025-03-12,Wrong item,1149.0
1323,23736,2025-03-12,Changed mind,6543.99
1324,24581,2025-03-12,Size/fit issue,404.1
1325,24650,2025-03-13,Not as described,314.3
1326,23481,2025-03-13,Size/fit issue,186.15
1327,23943,2025-03-14,Size/fit issue,2338.2
1328,24321,2025-03-14,Size/fit issue,312.55
1329,24921,2025-03-14,Not as described,479.0
1330,23427,2025-03-14,Not as described,449.0
1331,25043,2025-03-15,Wrong item,1529.0
1332,24573,2025-03-15,Not as described,95.2
1333,24593,2025-03-15,Size/fit issue,449.0
1334,24394,2025-03-15,Changed mind,561.74
1335,23620,2025-03-16,Defective,188.1
1336,25156,2025-03-16,Defective,829.0
1337,24996,2025-03-16,Defective,5579.1
1338,25150,2025-03-16,Size/fit issue,898.0
1339,25048,2025-03-17,Not as described,260.1
1340,23868,2025-03-17,Late delivery,197.1
1341,24116,2025-03-18,Size/fit issue,804.3
1342,24159,2025-03-18,Late delivery,449.0
1343,24800,2025-03-18,Not as described,1034.1
1344,25362,2025-03-19,Wrong item,1554.65
1345,24222,2025-03-19,Changed mind,404.1
1346,24310,2025-03-19,Size/fit issue,1969.0
1347,25019,2025-03-20,Not as described,1118.4
1348,25402,2025-03-20,Size/fit issue,869.0
1349,23897,2025-03-21,Changed mind,236.88
1350,24574,2025-03-21,Defective,438.9
1351,24229,2025-03-21,Changed mind,1646.1
1352,25331,2025-03-21,Not as described,1978.0
1353,24061,2025-03-21,Changed mind,744.39
1354,24484,2025-03-21,Defective,449.0
1355,24798,2025-03-22,Defective,449.0
1356,25368,2025-03-22,Changed mind,2374.2
1357,24464,2025-03-22,Defective,3292.2
1358,25114,2025-03-22,Size/fit issue,1142.1
1359,24244,2025-03-23,Defective,449.0
1360,25045,2025-03-23,Changed mind,1212.3
1361,24057,2025-03-24,Changed mind,10709.1
1362,24623,2025-03-24,Wrong item,259.0
1363,24213,2025-03-24,Wrong item,1137.15
1364,24327,2025-03-24,Changed mind,5489.1
1365,25634,2025-03-24,Size/fit issue,219.0
1366,25573,2025-03-24,Changed mind,1650.1
1367,24400,2025-03-25,Changed mind,827.28
1368,25020,2025-03-26,Defective,208.05
1369,25683,2025-03-26,Defective,7271.1
1370,24233,2025-03-27,Changed mind,2104.2
1371,25247,2025-03-27,Size/fit issue,219.0
1372,24627,2025-03-27,Wrong item,1378.3
1373,24871,2025-03-28,Not as described,449.0
1374,24272,2025-03-28,Not as described,1449.0
1375,24561,2025-03-29,Changed mind,343.48
1376,24541,2025-03-29,Size/fit issue,197.1
1377,24618,2025-03-29,Changed mind,1028.88
1378,26007,2025-03-29,Not as described,219.0
1379,25111,2025-03-30,Not as described,381.65
1380,24600,2025-03-30,Size/fit issue,329.0
1381,26099,2025-03-30,Changed mind,372.96
1382,24470,2025-03-30,Wrong item,589.0
1383,25194,2025-03-31,Wrong item,1135.2
1384,25405,2025-04-01,Size/fit issue,455.05
1385,25591,2025-04-01,Late delivery,418.0
1386,25442,2025-04-01,Late delivery,636.65
1387,25160,2025-04-02,Changed mind,1157.49
1388,24537,2025-04-02,Not as described,4454.1
1389,26149,2025-04-02,Changed mind,848.07
1390,24835,2025-04-02,Defective,449.0
1391,25953,2025-04-02,Changed mind,1511.28
1392,24659,2025-04-02,Size/fit issue,404.1
1393,24592,2025-04-02,Changed mind,1862.1
1394,25225,2025-04-03,Late delivery,314.3
1395,25690,2025-04-04,Defective,5579.1
1396,25780,2025-04-04,Size/fit issue,638.1
1397,24947,2025-04-05,Size/fit issue,2598.0
1398,26028,2025-04-05,Not as described,511.2
1399,25509,2025-04-05,Defective,1969.0
1400,26457,2025-04-05,Changed mind,394.2
1401,26231,2025-04-05,Not as described,197.1
1402,25843,2025-04-06,Size/fit issue,3203.1
1403,26532,2025-04-06,Size/fit issue,898.0
1404,26469,2025-04-06,Wrong item,449.0
1405,25845,2025-04-07,Changed mind,363.69
1406,26468,2025-04-08,Defective,898.0
1407,26020,2025-04-08,Size/fit issue,1564.65
1408,25074,2025-04-08,Not as described,763.3
1409,25899,2025-04-08,Size/fit issue,359.2
1410,26304,2025-04-09,Size/fit issue,4318.0
1411,26331,2025-04-09,Changed mind,343.48
1412,25471,2025-04-09,Late delivery,1489.0
1413,26075,2025-04-09,Changed mind,746.1
1414,25544,2025-04-09,Defective,188.1
1415,26328,2025-04-10,Changed mind,282.69
1416,26122,2025-04-10,Size/fit issue,399.0
1417,25697,2025-04-10,Not as described,658.0
1418,25448,2025-04-10,Wrong item,798.0
1419,25458,2025-04-10,Changed mind,638.1
1420,25890,2025-04-11,Changed mind,404.1
1421,25891,2025-04-11,Size/fit issue,359.2
1422,26659,2025-04-11,Not as described,449.0
1423,25978,2025-04-11,Not as described,1484.1
1424,25549,2025-04-11,Wrong item,1232.1
1425,25914,2025-04-11,Wrong item,1829.0
1426,26916,2025-04-12,Defective,383.2
1427,26794,2025-04-12,Defective,654.4
1428,25387,2025-04-12,Late delivery,2670.3
1429,25728,2025-04-12,Changed mind,1258.2
1430,25517,2025-04-13,Defective,1034.1
1431,27034,2025-04-13,Defective,449.0
1432,25411,2025-04-13,Size/fit issue,197.1
1433,25553,2025-04-14,Not as described,628.6
1434,26517,2025-04-14,Wrong item,6099.0
1435,25880,2025-04-14,Wrong item,3029.55
1436,26408,2025-04-14,Size/fit issue,449.0
1437,26793,2025-04-15,Not as described,314.3
1438,26885,2025-04-15,Changed mind,784.89
1439,26860,2025-04-16,Defective,233.1
1440,26750,2025-04-16,Defective,853.1
1441,25617,2025-04-16,Size/fit issue,2667.0
1442,26436,2025-04-18,Defective,426.55
1443,25717,2025-04-18,Changed mind,534.74
1444,26909,2025-04-18,Size/fit issue,1047.0
1445,27261,2025-04-18,Not as described,449.0
1446,26411,2025-04-18,Wrong item,426.55
1447,26015,2025-04-18,Defective,394.2
1448,25695,2025-04-19,Size/fit issue,751.2
1449,26655,2025-04-19,Not as described,304.3
1450,25822,2025-04-19,Size/fit issue,1212.3
1451,25847,2025-04-19,Changed mind,404.1
1452,27099,2025-04-20,Defective,2068.2
1453,26684,2025-04-20,Changed mind,242.1
1454,26538,2025-04-20,Wrong item,1232.1
1455,26045,2025-04-20,Late delivery,404.1
1456,26646,2025-04-20,Not as described,449.0
1457,26841,2025-04-20,Wrong item,404.1
1458,26584,2025-04-20,Not as described,663.2
1459,26207,2025-04-21,Changed mind,404.1
1460,27081,2025-04-22,Defective,1347.0
1461,25989,2025-04-22,Size/fit issue,409.0
1462,25926,2025-04-22,Size/fit issue,347.65
1463,26861,2025-04-22,Size/fit issue,3994.15
1464,26265,2025-04-22,Size/fit issue,449.0
1465,27764,2025-04-23,Size/fit issue,1347.0
1466,27813,2025-04-23,Defective,1452.55
1467,27857,2025-04-23,Wrong item,404.1
1468,27661,2025-04-23,Defective,898.0
1469,25915,2025-04-23,Not as described,219.0
1470,27841,2025-04-24,Wrong item,1212.3
1471,26672,2025-04-24,Size/fit issue,898.0
1472,27012,2025-04-24,Not as described,599.2
1473,27814,2025-04-24,Defective,449.0
1474,26938,2025-04-24,Defective,1269.0
1475,26602,2025-04-24,Size/fit issue,6199.0
1476,26412,2025-04-25,Not as described,404.1
1477,26547,2025-04-26,Late delivery,404.1
1478,27543,2025-04-26,Size/fit issue,404.1
1479,26427,2025-04-26,Defective,2298.0
1480,27395,2025-04-26,Not as described,1319.0
1481,27290,2025-04-27,Not as described,2247.0
1482,26474,2025-04-27,Defective,426.55
1483,27477,2025-04-27,Size/fit issue,426.55
1484,27987,2025-04-27,Defective,219.0
1485,26370,2025-04-28,Size/fit issue,449.0
1486,26501,2025-04-28,Wrong item,1654.2
1487,26614,2025-04-28,Changed mind,468.18
1488,26685,2025-04-28,Size/fit issue,296.1
1489,28018,2025-04-29,Not as described,449.0
1490,27472,2025-04-29,Defective,628.6
1491,27291,2025-04-29,Not as described,1579.0
1492,27758,2025-04-29,Late delivery,329.0
1493,27584,2025-04-30,Wrong item,699.0
1494,27436,2025-04-30,Changed mind,363.69
1495,27687,2025-04-30,Not as described,1212.3
1496,28103,2025-04-30,Wrong item,1155.15
1497,27925,2025-04-30,Size/fit issue,449.0
1498,28009,2025-04-30,Changed mind,2222.1
1499,27057,2025-04-30,Changed mind,1034.1
1500,27892,2025-05-01,Not as described,177.65
1501,27620,2025-05-01,Wrong item,217.55
1502,28133,2025-05-01,Changed mind,985.68
1503,27094,2025-05-01,Size/fit issue,426.55
1504,28192,2025-05-02,Defective,233.1
1505,26910,2025-05-02,Late delivery,407.15
1506,27225,2025-05-02,Size/fit issue,910.1
1507,27911,2025-05-02,Not as described,246.05
1508,27888,2025-05-02,Defective,449.0
1509,26560,2025-05-02,Size/fit issue,6199.0
1510,27836,2025-05-02,Size/fit issue,208.05
1511,26872,2025-05-03,Wrong item,404.1
1512,27573,2025-05-03,Defective,404.1
1513,27960,2025-05-03,Changed mind,1034.1
1514,26699,2025-05-04,Size/fit issue,989.0
1515,27156,2025-05-04,Size/fit issue,219.0
1516,27859,2025-05-04,Changed mind,452.3
1517,28003,2025-05-04,Wrong item,609.0
1518,27969,2025-05-04,Defective,1212.3
1519,28513,2025-05-04,Late delivery,449.0
1520,28172,2025-05-04,Wrong item,107.1
1521,28672,2025-05-04,Changed mind,404.1
1522,27025,2025-05-05,Defective,639.0
1523,27362,2025-05-05,Not as described,3031.2
1524,28514,2025-05-05,Defective,219.0
1525,26999,2025-05-05,Wrong item,359.2
1526,27488,2025-05-05,Not as described,738.65
1527,28645,2025-05-06,Size/fit issue,329.0
1528,28023,2025-05-06,Not as described,466.2
1529,27927,2025-05-06,Wrong item,804.3
1530,28405,2025-05-06,Defective,989.0
1531,27112,2025-05-06,Size/fit issue,609.0
1532,27353,2025-05-06,Wrong item,186.15
1533,27288,2025-05-06,Changed mind,343.48
1534,27676,2025-05-06,Wrong item,219.0
1535,27122,2025-05-07,Changed mind,827.1
1536,27009,2025-05-07,Defective,107.1
1537,27178,2025-05-07,Not as described,432.65
1538,28608,2025-05-07,Size/fit issue,898.0
1539,27710,2025-05-07,Not as described,229.0
1540,28067,2025-05-07,Changed mind,383.9
1541,28289,2025-05-07,Defective,404.1
1542,28790,2025-05-08,Size/fit issue,426.55
1543,27416,2025-05-08,Wrong item,873.05
1544,28413,2025-05-08,Size/fit issue,624.15
1545,28229,2025-05-09,Defective,230.3
1546,28910,2025-05-09,Changed mind,1376.1
1547,28443,2025-05-09,Not as described,5007.0
1548,28193,2025-05-09,Not as described,958.0
1549,27896,2025-05-09,Not as described,119.0
1550,27623,2025-05-09,Size/fit issue,1091.55
1551,27618,2025-05-09,Wrong item,296.1
1552,27163,2025-05-09,Changed mind,1047.29
1553,27325,2025-05-09,Changed mind,197.1
1554,27799,2025-05-09,Late delivery,381.65
1555,27354,2025-05-09,Not as described,331.55
1556,28227,2025-05-10,Defective,449.0
1557,28474,2025-05-10,Changed mind,64780.2
1558,28212,2025-05-10,Changed mind,363.69
1559,27883,2025-05-10,Size/fit issue,1269.0
1560,27529,2025-05-10,Not as described,438.0
1561,27886,2025-05-10,Size/fit issue,197.1
1562,28882,2025-05-11,Changed mind,412.29
1563,28879,2025-05-11,Defective,853.1
1564,28167,2025-05-11,Not as described,449.0
1565,28839,2025-05-12,Size/fit issue,312.55
1566,28008,2025-05-12,Defective,426.55
1567,29099,2025-05-13,Size/fit issue,5889.05
1568,29123,2025-05-13,Not as described,327.2
1569,28898,2025-05-13,Defective,818.0
1570,28934,2025-05-13,Not as described,359.2
1571,28673,2025-05-13,Defective,432.65
1572,28524,2025-05-13,Size/fit issue,976.65
1573,27900,2025-05-13,Size/fit issue,721.05
1574,27979,2025-05-14,Defective,4619.0
1575,27797,2025-05-14,Defective,296.1
1576,28114,2025-05-14,Size/fit issue,3029.55
1577,28340,2025-05-14,Size/fit issue,197.1
1578,28377,2025-05-15,Changed mind,363.69
1579,28697,2025-05-15,Not as described,426.55
1580,27852,2025-05-15,Defective,517.65
1581,28956,2025-05-15,Size/fit issue,804.3
1582,27846,2025-05-15,Not as described,449.0
1583,28868,2025-05-15,Size/fit issue,369.0
1584,29501,2025-05-16,Not as described,518.0
1585,28265,2025-05-16,Size/fit issue,699.0
1586,28616,2025-05-16,Not as described,449.0
1587,27634,2025-05-17,Defective,426.55
1588,29332,2025-05-18,Changed mind,344.88
1589,28161,2025-05-18,Defective,177.65
1590,28215,2025-05-18,Size/fit issue,449.0
1591,27996,2025-05-19,Not as described,459.0
1592,28381,2025-05-19,Not as described,1826.1
1593,28154,2025-05-20,Not as described,2870.1
1594,29375,2025-05-21,Size/fit issue,919.0
1595,28705,2025-05-21,Size/fit issue,591.3
1596,29554,2025-05-21,Late delivery,583.95
1597,30020,2025-05-21,Size/fit issue,404.1
1598,29594,2025-05-21,Size/fit issue,227.05
1599,28392,2025-05-22,Not as described,1376.1
1600,29104,2025-05-22,Defective,1269.0
1601,29220,2025-05-22,Late delivery,1780.2
1602,29774,2025-05-23,Defective,186.15
1603,29208,2025-05-23,Defective,1449.0
1604,29249,2025-05-24,Not as described,599.0
1605,28464,2025-05-24,Defective,449.0
1606,28911,2025-05-24,Wrong item,449.0
1607,28457,2025-05-24,Late delivery,319.2
1608,29933,2025-05-24,Late delivery,1279.65
1609,30123,2025-05-24,Not as described,650.3
1610,30228,2025-05-24,Size/fit issue,279.65
1611,29803,2025-05-24,Wrong item,1870.55
1612,29994,2025-05-24,Changed mind,383.9
1613,30377,2025-05-25,Wrong item,390.15
1614,29377,2025-05-25,Defective,449.0
1615,29389,2025-05-25,Size/fit issue,426.55
1616,29881,2025-05-26,Defective,2859.0
1617,28401,2025-05-26,Changed mind,592.2
1618,29151,2025-05-26,Size/fit issue,3139.0
1619,30461,2025-05-26,Defective,558.45
1620,29455,2025-05-26,Not as described,381.65
1621,29214,2025-05-27,Not as described,219.0
1622,29018,2025-05-27,Changed mind,128.88
1623,29113,2025-05-27,Changed mind,998.1
1624,29043,2025-05-27,Defective,279.65
1625,29187,2025-05-27,Wrong item,652.65
1626,28894,2025-05-28,Defective,818.0
1627,29478,2025-05-28,Wrong item,426.55
1628,28837,2025-05-28,Size/fit issue,219.0
1629,30251,2025-05-29,Not as described,197.1
1630,28701,2025-05-29,Size/fit issue,372.3
1631,30459,2025-05-29,Defective,1223.1
1632,28777,2025-05-29,Changed mind,985.68
1633,29271,2025-05-29,Not as described,449.0
1634,30105,2025-05-30,Size/fit issue,1669.0
1635,29417,2025-05-30,Size/fit issue,432.65
1636,28966,2025-05-30,Changed mind,3715.47
1637,30030,2025-05-30,Defective,426.55
1638,30865,2025-05-31,Not as described,329.0
1639,28829,2025-05-31,Defective,2338.0
1640,28711,2025-05-31,Wrong item,567.2
1641,30702,2025-05-31,Size/fit issue,359.2
1642,30513,2025-05-31,Defective,718.4
1643,30233,2025-05-31,Late delivery,409.0
1644,30235,2025-05-31,Size/fit issue,509.0
1645,29344,2025-05-31,Not as described,449.0
1646,29650,2025-06-01,Not as described,1149.0
1647,30275,2025-06-01,Defective,658.0
1648,30871,2025-06-01,Not as described,1206.15
1649,30931,2025-06-01,Wrong item,1212.3
1650,29805,2025-06-02,Wrong item,449.0
1651,30771,2025-06-02,Defective,426.55
1652,28871,2025-06-02,Not as described,459.0
1653,30276,2025-06-02,Not as described,898.0
1654,29119,2025-06-03,Not as described,551.2
1655,29920,2025-06-03,Defective,449.0
1656,30670,2025-06-03,Size/fit issue,404.1
1657,30581,2025-06-03,Changed mind,404.1
1658,31143,2025-06-04,Changed mind,332.1
1659,29430,2025-06-04,Wrong item,369.0
1660,31146,2025-06-04,Not as described,404.1
1661,29312,2025-06-04,Defective,1582.4
1662,29388,2025-06-05,Size/fit issue,919.0
1663,29580,2025-06-05,Not as described,188.1
1664,29471,2025-06-05,Size/fit issue,416.1
1665,30822,2025-06-05,Changed mind,404.1
1666,30338,2025-06-06,Changed mind,404.1
1667,31262,2025-06-06,Not as described,329.0
1668,29828,2025-06-06,Defective,314.1
1669,31314,2025-06-06,Changed mind,628.2
1670,31201,2025-06-06,Defective,436.05
1671,31239,2025-06-06,Wrong item,6199.0
1672,30815,2025-06-06,Changed mind,175.18
1673,30182,2025-06-06,Size/fit issue,219.0
1674,29942,2025-06-07,Wrong item,449.0
1675,29661,2025-06-07,Not as described,449.0
1676,29851,2025-06-07,Not as described,188.1
1677,31066,2025-06-07,Size/fit issue,153.3
1678,30120,2025-06-07,Defective,197.1
1679,31216,2025-06-07,Changed mind,266.49
1680,30375,2025-06-07,Defective,7879.0
1681,30492,2025-06-07,Wrong item,207.2
1682,30703,2025-06-08,Defective,329.0
1683,29731,2025-06-08,Late delivery,339.15
1684,29593,2025-06-08,Not as described,755.65
1685,30263,2025-06-08,Changed mind,404.1
1686,30793,2025-06-08,Size/fit issue,404.1
1687,31040,2025-06-09,Changed mind,159.89
1688,30903,2025-06-09,Changed mind,18377.1
1689,30088,2025-06-09,Size/fit issue,329.0
1690,29369,2025-06-09,Changed mind,5270.67
1691,29846,2025-06-09,Defective,426.55
1692,31281,2025-06-10,Defective,658.0
1693,30207,2025-06-10,Late delivery,628.6
1694,30549,2025-06-10,Not as described,349.0
1695,31181,2025-06-10,Changed mind,404.1
1696,29973,2025-06-10,Wrong item,808.2
1697,30420,2025-06-11,Changed mind,282.69
1698,30458,2025-06-11,Not as described,849.15
1699,30759,2025-06-11,Size/fit issue,483.55
1700,29819,2025-06-11,Size/fit issue,1838.0
1701,31591,2025-06-11,Wrong item,839.0
1702,29625,2025-06-12,Changed mind,314.1
1703,29820,2025-06-12,Changed mind,1091.07
1704,30331,2025-06-12,Size/fit issue,409.0
1705,30084,2025-06-13,Changed mind,680.08
1706,31030,2025-06-13,Defective,5518.0
1707,31563,2025-06-13,Changed mind,187.24
1708,31869,2025-06-13,Size/fit issue,1357.55
1709,29830,2025-06-13,Size/fit issue,381.65
1710,31330,2025-06-14,Size/fit issue,2343.45
1711,31157,2025-06-14,Late delivery,186.15
1712,30575,2025-06-14,Defective,449.0
1713,31830,2025-06-14,Size/fit issue,3789.0
1714,31974,2025-06-15,Defective,20419.0
1715,30495,2025-06-16,Size/fit issue,1077.6
1716,30360,2025-06-16,Size/fit issue,449.0
1717,30780,2025-06-16,Defective,409.0
1718,30209,2025-06-16,Defective,432.65
1719,32115,2025-06-17,Changed mind,278.1
1720,31246,2025-06-17,Defective,1077.6
1721,32117,2025-06-17,Not as described,208.05
1722,31411,2025-06-17,Size/fit issue,233.1
1723,31529,2025-06-17,Defective,2098.65
1724,30696,2025-06-18,Not as described,449.0
1725,30288,2025-06-18,Defective,260.1
1726,31648,2025-06-18,Wrong item,449.0
1727,30782,2025-06-19,Changed mind,3513.78
1728,30724,2025-06-20,Not as described,449.0
1729,31989,2025-06-20,Size/fit issue,1952.1
1730,31444,2025-06-20,Changed mind,282.69
1731,31175,2025-06-20,Defective,1478.0
1732,30325,2025-06-20,Defective,119.0
1733,30968,2025-06-20,Changed mind,242.1
1734,32281,2025-06-20,Changed mind,1160.1
1735,30640,2025-06-20,Not as described,409.0
1736,32101,2025-06-20,Changed mind,404.1
1737,32577,2025-06-21,Changed mind,428.49
1738,30592,2025-06-21,Size/fit issue,208.05
1739,32308,2025-06-22,Size/fit issue,5718.0
1740,31238,2025-06-23,Defective,826.2
1741,32638,2025-06-23,Changed mind,281.3
1742,30866,2025-06-23,Size/fit issue,898.0
1743,30757,2025-06-23,Wrong item,359.1
1744,30916,2025-06-24,Late delivery,763.3
1745,31493,2025-06-24,Defective,219.0
1746,32698,2025-06-24,Size/fit issue,567.2
1747,31160,2025-06-24,Size/fit issue,296.1
1748,31571,2025-06-24,Size/fit issue,1776.6
1749,32226,2025-06-24,Changed mind,363.69
1750,31405,2025-06-24,Late delivery,359.2
1751,31459,2025-06-24,Defective,525.3
1752,32112,2025-06-24,Defective,296.1
1753,31484,2025-06-25,Size/fit issue,699.0
1754,31326,2025-06-25,Size/fit issue,1034.1
1755,31348,2025-06-25,Size/fit issue,381.65
1756,31283,2025-06-25,Size/fit issue,381.65
1757,31467,2025-06-25,Late delivery,449.0
1758,31487,2025-06-25,Defective,6254.1
1759,30844,2025-06-25,Size/fit issue,1091.55
1760,31025,2025-06-25,Not as described,2232.3
1761,31202,2025-06-26,Size/fit issue,609.0
1762,32441,2025-06-26,Wrong item,808.2
1763,32564,2025-06-26,Changed mind,187.24
1764,32626,2025-06-26,Defective,804.3
1765,30972,2025-06-26,Defective,449.0
1766,31764,2025-06-27,Late delivery,329.0
1767,31998,2025-06-27,Size/fit issue,449.0
1768,32131,2025-06-27,Defective,4798.0
1769,32876,2025-06-28,Not as described,1183.2
1770,31361,2025-06-28,Size/fit issue,777.0
1771,31056,2025-06-28,Size/fit issue,381.65
1772,32301,2025-06-28,Changed mind,5694.3
1773,31462,2025-06-28,Size/fit issue,418.0
1774,32680,2025-06-28,Late delivery,559.0
1775,33074,2025-06-28,Changed mind,1376.1
1776,32911,2025-06-28,Not as described,319.0
1777,32706,2025-06-28,Not as described,449.0
1778,31947,2025-06-28,Defective,381.65
1779,32314,2025-06-29,Defective,449.0
1780,31073,2025-06-29,Changed mind,275.94
1781,31338,2025-06-29,Not as described,5127.0
1782,31834,2025-06-29,Wrong item,898.0
1783,32053,2025-06-29,Not as described,1144.95
1784,31450,2025-06-29,Size/fit issue,370.3
1785,32065,2025-06-30,Defective,426.55
1786,31911,2025-06-30,Not as described,426.55
1787,31722,2025-06-30,Changed mind,332.1
1788,32649,2025-06-30,Changed mind,1654.56
1789,32579,2025-07-01,Defective,1829.0
1790,32132,2025-07-01,Not as described,1149.0
1791,31548,2025-07-01,Size/fit issue,431.1
1792,32040,2025-07-01,Not as described,629.1
1793,31452,2025-07-01,Defective,233.1
1794,32532,2025-07-01,Late delivery,15869.0
1795,32774,2025-07-01,Size/fit issue,175.2
1796,31633,2025-07-01,Not as described,602.65
1797,32303,2025-07-01,Wrong item,449.0
1798,32498,2025-07-02,Changed mind,383.9
1799,32816,2025-07-02,Size/fit issue,274.55
1800,31925,2025-07-02,Late delivery,296.1
1801,32121,2025-07-03,Size/fit issue,259.0
1802,32515,2025-07-03,Not as described,426.55
1803,33240,2025-07-04,Size/fit issue,449.0
1804,33191,2025-07-04,Defective,426.55
1805,32799,2025-07-04,Wrong item,1118.0
1806,32541,2025-07-04,Size/fit issue,219.0
1807,31815,2025-07-04,Changed mind,197.1
1808,32837,2025-07-04,Size/fit issue,2898.0
1809,32669,2025-07-05,Changed mind,808.2
1810,33384,2025-07-05,Not as described,381.65
1811,33539,2025-07-06,Size/fit issue,449.0
1812,32028,2025-07-06,Defective,381.65
1813,32692,2025-07-06,Not as described,219.0
1814,32313,2025-07-06,Defective,1646.1
1815,31874,2025-07-06,Changed mind,404.1
1816,33678,2025-07-07,Late delivery,3705.15
1817,31689,2025-07-07,Not as described,763.3
1818,32775,2025-07-07,Not as described,429.0
1819,33589,2025-07-07,Defective,11547.0
1820,32607,2025-07-07,Size/fit issue,449.0
1821,32913,2025-07-07,Changed mind,1307.3
1822,33788,2025-07-07,Size/fit issue,426.55
1823,32552,2025-07-07,Changed mind,404.1
1824,31975,2025-07-07,Late delivery,449.0
1825,33719,2025-07-08,Changed mind,404.1
1826,31848,2025-07-08,Not as described,882.55
1827,34120,2025-07-09,Wrong item,219.0
1828,32815,2025-07-09,Not as described,388.55
1829,33450,2025-07-09,Changed mind,440.37
1830,32646,2025-07-09,Size/fit issue,197.1
1831,32172,2025-07-09,Size/fit issue,208.05
1832,32179,2025-07-10,Defective,2269.55
1833,34119,2025-07-10,Not as described,808.2
1834,34058,2025-07-10,Wrong item,219.0
1835,32408,2025-07-10,Not as described,426.55
1836,33639,2025-07-11,Changed mind,282.87
1837,33984,2025-07-11,Size/fit issue,219.0
1838,32977,2025-07-11,Not as described,119.0
1839,34149,2025-07-12,Wrong item,226.1
1840,33317,2025-07-12,Not as described,449.0
1841,34445,2025-07-12,Changed mind,638.1
1842,34136,2025-07-12,Wrong item,503.1
1843,32670,2025-07-12,Defective,426.55
1844,32859,2025-07-12,Wrong item,372.3
1845,33109,2025-07-13,Not as described,898.0
1846,34117,2025-07-13,Changed mind,296.1
1847,33805,2025-07-13,Changed mind,845.1
1848,32959,2025-07-13,Not as described,349.0
1849,34543,2025-07-13,Size/fit issue,359.2
1850,33373,2025-07-13,Size/fit issue,808.2
1851,33182,2025-07-14,Wrong item,1052.1
1852,33781,2025-07-14,Size/fit issue,56039.55
1853,33459,2025-07-14,Not as described,426.55
1854,33935,2025-07-14,Late delivery,698.0
1855,34425,2025-07-14,Changed mind,1406.07
1856,32946,2025-07-15,Size/fit issue,13014.05
