payment_id,order_id,payment_method,payment_status,amount,paid_at
510969,110969,Debit Card,Success,498.0,2024-12-26 22:15:22
510970,110970,UPI,Success,3058.7,2024-12-26 04:47:41
510971,110971,Credit Card,Success,268.0,2024-12-26 01:30:11
510972,110972,UPI,Success,162.05,2024-12-26 11:23:18
510973,110973,Credit Card,Success,475.55,2024-12-26 19:37:31
510974,110974,UPI,Success,3189.0,2024-12-26 01:16:15
510975,110975,UPI,Success,857.2,2024-12-26 23:12:46
510976,110976,Debit Card,Success,237.1,2024-12-26 14:28:13
510977,110977,Debit Card,Success,246.1,2024-12-26 15:52:13
510978,110978,Credit Card,Refunded,9040.0,2024-12-26 13:09:00
510979,110979,Credit Card,Success,2914.55,2024-12-26 23:58:29
510980,110980,UPI,Success,268.0,2024-12-26 03:39:07
510981,110981,COD,Success,498.0,2024-12-26 07:48:00
510982,110982,Debit Card,Success,7739.55,2024-12-26 13:51:38
510983,110983,COD,Success,498.0,2024-12-26 21:17:54
510984,110984,UPI,Success,498.0,2024-12-26 10:08:31
510985,110985,UPI,Success,4993.15,2024-12-26 19:25:29
510986,110986,COD,Success,378.0,2024-12-26 14:01:44
510987,110987,UPI,Success,268.0,2024-12-26 18:46:33
510988,110988,UPI,Success,408.2,2024-12-26 16:21:57
510989,110989,Wallet,Success,650.2,2024-12-27 15:17:07
510990,110990,UPI,Success,5719.6,2024-12-27 10:30:04
510991,110991,UPI,Success,947.0,2024-12-27 15:42:27
510992,110992,UPI,Success,11778.1,2024-12-27 11:15:41
510993,110993,UPI,Success,467.0,2024-12-27 23:31:53
510994,110994,UPI,Success,1972.05,2024-12-27 04:56:55
510995,110995,Debit Card,Success,4359.7,2024-12-27 21:12:50
510996,110996,UPI,Success,498.65,2024-12-27 06:03:43
510997,110997,Debit Card,Success,826.0,2024-12-27 22:39:30
510998,110998,Net Banking,Success,825.2,2024-12-27 07:26:12
510999,110999,UPI,Success,598.0,2024-12-27 05:53:58
511000,111000,UPI,Success,5695.7,2024-12-27 12:54:07
511001,111001,Debit Card,Success,1765.25,2024-12-27 12:16:53
511002,111002,UPI,Success,4793.1,2024-12-27 08:59:35
511003,111003,Debit Card,Success,6299.1,2024-12-27 02:49:21
511004,111004,Debit Card,Success,1016.25,2024-12-27 11:00:44
511005,111005,COD,Success,2509.1,2024-12-27 13:19:41
511006,111006,COD,Success,2476.15,2024-12-27 17:02:36
511007,111007,Net Banking,Success,232.2,2024-12-27 03:11:25
511008,111008,Credit Card,Success,2163.75,2024-12-27 21:13:40
511009,111009,Net Banking,Success,498.0,2024-12-27 11:29:53
511010,111010,UPI,Success,1841.3,2024-12-27 04:00:35
511011,111011,Debit Card,Success,4434.15,2024-12-27 06:57:30
511012,111012,UPI,Success,1078.65,2024-12-27 10:13:04
511013,111013,Net Banking,Success,475.55,2024-12-27 02:08:27
511014,111014,Wallet,Success,1805.85,2024-12-27 06:00:21
511015,111015,UPI,Success,693.1,2024-12-27 11:49:28
511016,111016,Credit Card,Success,704.1,2024-12-27 12:02:14
511017,111017,Credit Card,Success,810.55,2024-12-27 12:02:51
511018,111018,UPI,Success,2007.15,2024-12-27 07:43:05
511019,111019,UPI,Success,1127.05,2024-12-27 21:08:45
511020,111020,COD,Success,2965.8,2024-12-28 09:24:57
511021,111021,Debit Card,Success,5125.65,2024-12-28 14:14:38
511022,111022,Debit Card,Success,408.2,2024-12-28 01:00:43
511023,111023,Credit Card,Success,408.2,2024-12-28 01:20:37
511024,111024,Credit Card,Success,930.65,2024-12-28 07:31:00
511025,111025,UPI,Success,1529.0,2024-12-28 12:39:42
511026,111026,UPI,Success,2933.25,2024-12-28 11:19:17
511027,111027,UPI,Success,3747.65,2024-12-28 20:54:21
511028,111028,COD,Success,2554.0,2024-12-28 01:22:47
511029,111029,Credit Card,Success,564.15,2024-12-28 00:02:50
511030,111030,Net Banking,Success,1328.0,2024-12-28 21:11:11
511031,111031,UPI,Success,1120.2,2024-12-28 10:32:19
511032,111032,Credit Card,Success,4171.3,2024-12-28 15:31:03
511033,111033,UPI,Success,3638.5,2024-12-28 06:59:37
511034,111034,Credit Card,Success,453.1,2024-12-28 15:31:44
511035,111035,Credit Card,Success,784.65,2024-12-28 09:34:28
511036,111036,Credit Card,Success,246.1,2024-12-28 22:14:17
511037,111037,COD,Success,872.1,2024-12-28 11:37:58
511038,111038,Credit Card,Success,1112.1,2024-12-28 22:02:17
511039,111039,UPI,Success,268.0,2024-12-28 15:25:49
511040,111040,Credit Card,Success,1206.0,2024-12-28 20:17:40
511041,111041,UPI,Success,1107.0,2024-12-28 16:58:10
511042,111042,Debit Card,Refunded,2644.1,2024-12-28 00:49:26
511043,111043,Credit Card,Success,475.55,2024-12-28 07:32:52
511044,111044,UPI,Success,268.0,2024-12-28 19:43:36
511045,111045,Net Banking,Success,2848.0,2024-12-28 03:14:58
511046,111046,UPI,Success,453.1,2024-12-28 18:49:56
511047,111047,Net Banking,Success,968.0,2024-12-28 03:13:30
511048,111048,Debit Card,Success,498.0,2024-12-28 12:34:32
511049,111049,UPI,Success,1385.1,2024-12-28 17:37:22
511050,111050,Debit Card,Success,554.25,2024-12-28 07:34:30
511051,111051,UPI,Success,3565.0,2024-12-28 20:28:51
511052,111052,Credit Card,Success,1474.4,2024-12-28 17:28:15
511053,111053,UPI,Success,1466.2,2024-12-28 09:14:25
511054,111054,UPI,Success,2422.15,2024-12-28 20:50:04
511055,111055,UPI,Failed,6308.25,2024-12-28 22:37:31
511056,111056,UPI,Success,2558.25,2024-12-28 06:53:07
511057,111057,Credit Card,Success,706.0,2024-12-28 07:06:17
511058,111058,Credit Card,Success,246.1,2024-12-28 23:44:15
511059,111059,UPI,Success,704.2,2024-12-28 22:58:40
511060,111060,UPI,Success,453.1,2024-12-28 01:20:52
511061,111061,UPI,Success,246.1,2024-12-28 15:43:53
511062,111062,Debit Card,Refunded,445.55,2024-12-29 03:58:28
511063,111063,UPI,Success,498.0,2024-12-29 20:11:49
511064,111064,Debit Card,Success,1012.2,2024-12-29 18:09:07
511065,111065,UPI,Success,1539.9,2024-12-29 01:16:25
511066,111066,Credit Card,Success,1643.55,2024-12-29 07:35:49
511067,111067,UPI,Success,536.7,2024-12-29 23:34:51
511068,111068,UPI,Success,2838.0,2024-12-29 21:35:31
511069,111069,UPI,Success,498.0,2024-12-29 04:37:48
511070,111070,UPI,Success,1212.3,2024-12-29 02:30:39
511071,111071,COD,Refunded,947.0,2024-12-29 13:15:39
511072,111072,Debit Card,Success,825.95,2024-12-29 17:28:40
511073,111073,Credit Card,Success,5096.6,2024-12-29 23:25:26
511074,111074,Credit Card,Success,1793.2,2024-12-29 12:38:22
511075,111075,UPI,Success,742.3,2024-12-29 18:31:25
511076,111076,Wallet,Success,787.85,2024-12-29 01:57:09
511077,111077,UPI,Success,498.0,2024-12-29 04:27:22
511078,111078,COD,Success,453.1,2024-12-29 06:15:30
511079,111079,UPI,Success,1037.2,2024-12-29 01:52:24
511080,111080,Credit Card,Success,1530.7,2024-12-29 21:53:01
511081,111081,Credit Card,Success,487.0,2024-12-29 18:03:01
511082,111082,COD,Success,498.0,2024-12-29 12:50:26
511083,111083,UPI,Success,3520.3,2024-12-29 14:23:49
511084,111084,UPI,Success,298104.3,2024-12-29 13:04:41
511085,111085,Credit Card,Success,2716.05,2024-12-29 23:35:09
511086,111086,Net Banking,Success,13198.3,2024-12-29 16:06:47
511087,111087,UPI,Success,4559.0,2024-12-29 19:32:35
511088,111088,UPI,Success,2926.4,2024-12-29 15:12:40
511089,111089,Net Banking,Success,3447.0,2024-12-29 01:03:50
511090,111090,Credit Card,Success,567.68,2024-12-29 01:41:20
511091,111091,Net Banking,Success,498.0,2024-12-29 18:33:09
511092,111092,UPI,Success,6468.35,2024-12-30 21:45:22
511093,111093,Credit Card,Success,3165.55,2024-12-30 20:26:29
511094,111094,UPI,Success,1153.1,2024-12-30 03:18:59
511095,111095,UPI,Success,2203.35,2024-12-30 20:55:01
511096,111096,Credit Card,Success,418.0,2024-12-30 01:14:19
511097,111097,UPI,Success,1481.55,2024-12-30 15:46:01
511098,111098,UPI,Success,268.0,2024-12-30 16:35:03
511099,111099,UPI,Success,498.0,2024-12-30 03:03:03
511100,111100,UPI,Success,3029.55,2024-12-30 04:59:19
511101,111101,Credit Card,Success,947.0,2024-12-30 12:43:24
511102,111102,Credit Card,Success,5206.5,2024-12-30 16:40:05
511103,111103,UPI,Success,335.3,2024-12-30 15:02:32
511104,111104,UPI,Success,1148.0,2024-12-30 15:46:18
511105,111105,Credit Card,Success,2548.0,2024-12-30 23:13:14
511106,111106,UPI,Success,1520.1,2024-12-30 20:29:48
511107,111107,COD,Failed,947.0,2024-12-30 13:02:17
511108,111108,Debit Card,Success,3345.75,2024-12-30 06:47:20
511109,111109,Credit Card,Success,1164.55,2024-12-30 05:15:06
511110,111110,Credit Card,Success,453.1,2024-12-30 02:32:57
511111,111111,Wallet,Success,1122.3,2024-12-30 03:14:51
511112,111112,UPI,Success,1376.1,2024-12-30 10:04:42
511113,111113,Credit Card,Success,2673.65,2024-12-30 12:09:07
511114,111114,Credit Card,Success,475.55,2024-12-30 00:17:16
511115,111115,Credit Card,Refunded,1149.0,2024-12-30 11:34:42
511116,111116,UPI,Success,363.3,2024-12-30 06:45:18
511117,111117,UPI,Success,1077.6,2024-12-30 21:35:47
511118,111118,UPI,Success,3304.05,2024-12-30 13:51:11
511119,111119,UPI,Success,765.65,2024-12-30 18:44:53
511120,111120,UPI,Success,15006.15,2024-12-30 14:16:36
511121,111121,Credit Card,Refunded,6004.3,2024-12-30 11:56:30
511122,111122,Debit Card,Success,947.0,2024-12-30 12:21:24
511123,111123,UPI,Success,3475.5,2024-12-30 01:31:22
511124,111124,Credit Card,Success,421.3,2024-12-30 17:18:23
511125,111125,Debit Card,Success,111119.65,2024-12-30 16:31:29
511126,111126,Credit Card,Success,1800.6,2024-12-30 03:06:39
511127,111127,UPI,Success,378.0,2024-12-31 15:55:43
511128,111128,Credit Card,Success,1382.7,2024-12-31 23:52:17
511129,111129,Credit Card,Success,580.05,2024-12-31 17:30:46
511130,111130,Credit Card,Success,1309.4,2024-12-31 08:32:22
511131,111131,UPI,Success,475.55,2024-12-31 13:00:43
511132,111132,UPI,Success,1734.85,2024-12-31 10:30:40
511133,111133,UPI,Success,1744.55,2024-12-31 18:40:09
511134,111134,Wallet,Success,498.0,2024-12-31 15:06:51
511135,111135,UPI,Success,738.0,2024-12-31 10:29:50
511136,111136,UPI,Success,968.0,2024-12-31 20:37:40
511137,111137,UPI,Success,224.2,2024-12-31 18:52:30
511138,111138,UPI,Success,2736.0,2024-12-31 21:19:28
511139,111139,UPI,Success,266.55,2024-12-31 22:30:53
511140,111140,UPI,Success,6617.0,2024-12-31 22:50:54
511141,111141,UPI,Success,378.0,2024-12-31 06:32:09
511142,111142,Credit Card,Success,475.55,2024-12-31 23:00:04
511143,111143,UPI,Success,328.65,2024-12-31 05:43:40
511144,111144,COD,Success,378.0,2024-12-31 19:25:58
511145,111145,Debit Card,Refunded,6441.3,2024-12-31 17:53:57
511146,111146,Wallet,Success,1144.95,2024-12-31 14:30:00
511147,111147,Debit Card,Success,453.1,2024-12-31 19:28:19
511148,111148,UPI,Success,2475.1,2024-12-31 07:28:22
511149,111149,UPI,Success,1437.0,2024-12-31 17:14:04
511150,111150,Credit Card,Success,7546.0,2024-12-31 06:16:08
511151,111151,UPI,Success,1552.1,2024-12-31 13:28:39
511152,111152,Debit Card,Success,1734.95,2024-12-31 03:54:42
511153,111153,UPI,Success,6351.15,2024-12-31 04:09:29
511154,111154,Credit Card,Success,902.1,2024-12-31 18:50:27
511155,111155,Credit Card,Success,1951.65,2025-01-01 07:23:03
511156,111156,UPI,Success,627.55,2025-01-01 11:23:32
511157,111157,COD,Success,988.0,2025-01-01 10:38:03
511158,111158,Debit Card,Success,399.4,2025-01-01 01:22:20
511159,111159,Debit Card,Success,430.65,2025-01-01 20:44:07
511160,111160,UPI,Success,2496.0,2025-01-01 07:18:17
511161,111161,Debit Card,Success,380.55,2025-01-01 02:17:15
511162,111162,Net Banking,Success,993.95,2025-01-01 14:05:40
511163,111163,UPI,Success,408.2,2025-01-01 07:50:57
511164,111164,UPI,Success,1070.3,2025-01-01 13:30:07
511165,111165,UPI,Success,528.0,2025-01-01 07:02:19
511166,111166,Net Banking,Success,421.3,2025-01-01 02:53:19
511167,111167,Credit Card,Success,838.65,2025-01-01 08:51:25
511168,111168,UPI,Success,2873.1,2025-01-01 09:25:36
511169,111169,COD,Refunded,498.0,2025-01-01 18:14:42
511170,111170,UPI,Success,2462.15,2025-01-01 07:10:53
511171,111171,Net Banking,Success,1616.4,2025-01-01 07:34:28
511172,111172,Wallet,Success,1733.1,2025-01-01 02:04:13
511173,111173,Debit Card,Success,6572.75,2025-01-01 03:19:56
511174,111174,Net Banking,Success,643.15,2025-01-01 21:22:47
511175,111175,Debit Card,Success,907.0,2025-01-01 12:47:12
511176,111176,UPI,Refunded,498.0,2025-01-01 14:01:26
511177,111177,Net Banking,Success,1038.0,2025-01-01 19:59:10
511178,111178,COD,Success,237.1,2025-01-01 09:23:34
511179,111179,UPI,Success,1680.55,2025-01-01 09:47:30
511180,111180,UPI,Success,1240.15,2025-01-01 06:39:05
511181,111181,Credit Card,Success,2530.65,2025-01-01 14:27:56
511182,111182,Debit Card,Success,1657.0,2025-01-01 17:49:22
511183,111183,UPI,Success,1339.1,2025-01-02 21:15:03
511184,111184,Credit Card,Success,1149.0,2025-01-02 08:35:15
511185,111185,Debit Card,Success,3061.25,2025-01-02 16:57:18
511186,111186,Credit Card,Success,9412.15,2025-01-02 08:30:29
511187,111187,Credit Card,Success,770.65,2025-01-02 12:22:19
511188,111188,UPI,Success,5643.7,2025-01-02 07:54:09
511189,111189,Debit Card,Success,498.0,2025-01-02 22:14:31
511190,111190,Net Banking,Success,1169.0,2025-01-02 18:01:53
511191,111191,Debit Card,Success,8208.85,2025-01-02 11:43:48
511192,111192,UPI,Success,696.0,2025-01-02 02:38:23
511193,111193,UPI,Success,2004.2,2025-01-02 20:43:16
511194,111194,UPI,Success,1494.3,2025-01-02 04:05:01
511195,111195,UPI,Success,2905.1,2025-01-02 10:38:10
511196,111196,UPI,Success,1131.9,2025-01-02 02:40:54
511197,111197,COD,Success,264.1,2025-01-02 01:56:25
511198,111198,UPI,Success,1275.75,2025-01-02 15:52:31
511199,111199,UPI,Success,349.3,2025-01-02 20:42:20
511200,111200,UPI,Success,1490.4,2025-01-02 08:42:49
511201,111201,Net Banking,Success,872.1,2025-01-02 19:16:33
511202,111202,Credit Card,Success,504.05,2025-01-02 05:43:12
511203,111203,UPI,Success,717.0,2025-01-02 12:21:39
511204,111204,COD,Success,676.0,2025-01-02 01:13:16
511205,111205,UPI,Success,240.2,2025-01-02 12:05:19
511206,111206,UPI,Success,3705.3,2025-01-02 10:25:27
511207,111207,UPI,Success,16548.15,2025-01-02 05:44:41
511208,111208,Debit Card,Success,1419.0,2025-01-02 09:41:15
511209,111209,UPI,Success,2759.0,2025-01-02 00:30:23
511210,111210,UPI,Success,1132.3,2025-01-02 08:55:30
511211,111211,Credit Card,Success,1034.1,2025-01-02 19:21:26
511212,111212,Wallet,Success,1097.15,2025-01-02 07:31:57
511213,111213,Credit Card,Success,2428.0,2025-01-03 06:43:14
511214,111214,UPI,Success,103094.1,2025-01-03 23:40:08
511215,111215,Debit Card,Success,1308.65,2025-01-03 09:37:22
511216,111216,UPI,Success,1598.0,2025-01-03 04:59:31
511217,111217,COD,Success,3448.39,2025-01-03 11:45:34
511218,111218,UPI,Success,1357.0,2025-01-03 07:01:16
511219,111219,UPI,Success,1639.65,2025-01-03 05:33:51
511220,111220,COD,Success,684.15,2025-01-03 14:45:08
511221,111221,Credit Card,Success,498.0,2025-01-03 13:15:12
511222,111222,UPI,Success,498.0,2025-01-03 10:31:05
511223,111223,UPI,Failed,498.0,2025-01-03 07:26:17
511224,111224,UPI,Success,717.2,2025-01-03 23:25:27
511225,111225,Debit Card,Refunded,707.0,2025-01-03 20:12:08
511226,111226,Debit Card,Success,246.1,2025-01-03 04:51:22
511227,111227,UPI,Failed,475.55,2025-01-03 23:35:55
511228,111228,UPI,Success,498.0,2025-01-03 14:59:48
511229,111229,COD,Success,1476.2,2025-01-03 06:45:53
511230,111230,Credit Card,Success,8223.1,2025-01-03 20:43:22
511231,111231,Credit Card,Success,2028.6,2025-01-03 01:35:36
511232,111232,Net Banking,Success,498.0,2025-01-03 01:21:28
511233,111233,UPI,Success,871.38,2025-01-03 23:48:33
511234,111234,UPI,Success,964.5,2025-01-03 22:18:10
511235,111235,UPI,Success,924.75,2025-01-03 07:54:58
511236,111236,Debit Card,Success,3726.05,2025-01-03 11:32:38
511237,111237,UPI,Success,498.0,2025-01-03 07:43:31
511238,111238,UPI,Success,328.65,2025-01-03 05:41:26
511239,111239,Debit Card,Success,3200.75,2025-01-03 03:52:35
511240,111240,Debit Card,Success,4012.85,2025-01-03 10:50:07
511241,111241,Debit Card,Success,746.75,2025-01-03 04:19:43
511242,111242,Debit Card,Success,1017.0,2025-01-03 15:14:11
511243,111243,Credit Card,Success,288.0,2025-01-03 17:58:43
511244,111244,Net Banking,Success,857.2,2025-01-03 22:22:52
511245,111245,Credit Card,Success,6628.15,2025-01-03 06:35:21
511246,111246,Credit Card,Success,35227.1,2025-01-03 01:17:14
511247,111247,UPI,Success,1812.6,2025-01-03 07:46:32
511248,111248,Credit Card,Success,498.0,2025-01-03 10:05:12
511249,111249,UPI,Success,498.0,2025-01-04 07:55:45
511250,111250,Credit Card,Success,10023.15,2025-01-04 20:00:06
511251,111251,UPI,Success,2882.1,2025-01-04 13:56:02
511252,111252,UPI,Success,7058.4,2025-01-04 06:23:30
511253,111253,UPI,Success,2747.0,2025-01-04 19:09:07
511254,111254,Credit Card,Success,448.0,2025-01-04 18:49:03
511255,111255,UPI,Success,1038.65,2025-01-04 19:57:37
511256,111256,Wallet,Refunded,1034.1,2025-01-04 12:00:43
511257,111257,Credit Card,Success,498.0,2025-01-04 17:36:56
511258,111258,UPI,Success,399.55,2025-01-04 17:44:40
511259,111259,Debit Card,Success,1057.2,2025-01-04 12:28:14
511260,111260,UPI,Success,989.65,2025-01-04 19:19:30
511261,111261,UPI,Success,258.0,2025-01-04 10:02:43
511262,111262,COD,Success,246.1,2025-01-04 20:43:15
511263,111263,UPI,Success,947.0,2025-01-04 13:21:24
511264,111264,COD,Success,498.0,2025-01-04 14:14:24
511265,111265,UPI,Success,408.2,2025-01-04 21:00:50
511266,111266,Net Banking,Success,363.1,2025-01-04 22:32:40
511267,111267,Debit Card,Success,453.1,2025-01-04 02:26:49
511268,111268,UPI,Success,5956.55,2025-01-04 20:59:08
511269,111269,Debit Card,Success,1264.1,2025-01-04 10:55:46
511270,111270,UPI,Success,10883.4,2025-01-04 17:05:57
511271,111271,Debit Card,Success,917.2,2025-01-04 15:55:23
511272,111272,Credit Card,Success,1646.1,2025-01-04 15:11:58
511273,111273,Debit Card,Failed,417.1,2025-01-04 11:25:48
511274,111274,Credit Card,Success,924.55,2025-01-04 00:38:38
511275,111275,Wallet,Success,1996.15,2025-01-04 17:15:07
511276,111276,Credit Card,Success,815.75,2025-01-04 12:44:24
511277,111277,Debit Card,Success,1507.0,2025-01-04 07:55:37
511278,111278,Net Banking,Success,947.0,2025-01-04 21:34:40
511279,111279,UPI,Refunded,268.0,2025-01-04 01:38:06
511280,111280,COD,Success,947.0,2025-01-04 10:41:18
511281,111281,UPI,Success,1058.0,2025-01-04 08:33:28
511282,111282,UPI,Refunded,1542.7,2025-01-04 23:03:43
511283,111283,Credit Card,Success,1425.2,2025-01-05 13:25:01
511284,111284,UPI,Success,5828.1,2025-01-05 03:22:13
511285,111285,Credit Card,Success,318.0,2025-01-05 08:19:38
511286,111286,Debit Card,Success,608.2,2025-01-05 10:49:31
511287,111287,Debit Card,Success,6653.7,2025-01-05 12:51:27
511288,111288,Net Banking,Success,3240.65,2025-01-05 23:10:28
511289,111289,UPI,Success,331665.0,2025-01-05 16:12:31
511290,111290,UPI,Success,2178.0,2025-01-05 13:55:49
511291,111291,UPI,Refunded,1068.75,2025-01-05 00:51:26
511292,111292,Credit Card,Success,1449.0,2025-01-05 16:58:39
511293,111293,Credit Card,Success,453.1,2025-01-05 19:43:23
511294,111294,UPI,Success,2497.0,2025-01-05 11:41:20
511295,111295,UPI,Success,453.1,2025-01-05 08:47:23
511296,111296,Debit Card,Success,224.2,2025-01-05 01:28:02
511297,111297,UPI,Refunded,1376.1,2025-01-05 23:28:03
511298,111298,UPI,Refunded,13687.41,2025-01-05 13:23:28
511299,111299,UPI,Success,7675.05,2025-01-05 07:02:37
511300,111300,UPI,Success,3658.0,2025-01-05 23:06:44
511301,111301,Credit Card,Success,363.1,2025-01-05 11:09:00
511302,111302,UPI,Success,246.1,2025-01-05 11:02:42
511303,111303,UPI,Success,498.0,2025-01-05 10:44:04
511304,111304,Credit Card,Success,1540.55,2025-01-05 08:46:18
511305,111305,COD,Success,378.0,2025-01-05 21:55:54
511306,111306,UPI,Refunded,282.1,2025-01-05 15:01:06
511307,111307,UPI,Success,3066.35,2025-01-05 04:07:49
511308,111308,UPI,Success,1304.1,2025-01-05 16:55:00
511309,111309,Net Banking,Success,747.0,2025-01-05 09:54:07
511310,111310,Wallet,Success,2295.3,2025-01-05 11:46:56
511311,111311,UPI,Success,804.55,2025-01-05 21:58:11
511312,111312,UPI,Success,2265.4,2025-01-05 23:37:11
511313,111313,UPI,Success,3189.0,2025-01-05 17:31:33
511314,111314,UPI,Success,924.55,2025-01-05 19:13:34
511315,111315,Credit Card,Success,435.1,2025-01-06 18:19:28
511316,111316,Debit Card,Success,8715.1,2025-01-06 12:03:44
511317,111317,Debit Card,Success,1258.2,2025-01-06 06:54:59
511318,111318,UPI,Success,430.65,2025-01-06 16:33:04
511319,111319,Credit Card,Success,168.0,2025-01-06 07:06:56
511320,111320,UPI,Success,480.1,2025-01-06 05:11:38
511321,111321,UPI,Success,258.0,2025-01-06 17:45:01
511322,111322,UPI,Refunded,907.0,2025-01-06 07:54:50
511323,111323,Debit Card,Success,504.05,2025-01-06 09:33:09
511324,111324,Credit Card,Success,1675.15,2025-01-06 01:00:28
511325,111325,Debit Card,Refunded,6160.3,2025-01-06 02:33:49
511326,111326,Credit Card,Success,1410.45,2025-01-06 01:58:10
511327,111327,UPI,Success,458.0,2025-01-06 13:34:02
511328,111328,UPI,Success,398.0,2025-01-06 10:56:24
511329,111329,COD,Success,2003.2,2025-01-06 08:37:25
511330,111330,Debit Card,Success,1931.3,2025-01-06 13:37:14
511331,111331,UPI,Success,1025.5,2025-01-06 17:57:44
511332,111332,Debit Card,Success,453.1,2025-01-06 12:49:36
511333,111333,UPI,Success,528.0,2025-01-06 12:43:17
511334,111334,Debit Card,Success,1950.65,2025-01-06 14:56:40
511335,111335,UPI,Success,361.55,2025-01-06 01:30:17
511336,111336,Credit Card,Success,914.1,2025-01-06 06:03:49
511337,111337,Debit Card,Success,1658.85,2025-01-06 17:59:54
511338,111338,COD,Success,878.0,2025-01-06 23:50:15
511339,111339,Credit Card,Success,430.65,2025-01-06 05:17:56
511340,111340,UPI,Success,677.6,2025-01-06 06:43:00
511341,111341,Debit Card,Success,1741.2,2025-01-06 07:35:21
511342,111342,COD,Refunded,430.65,2025-01-06 02:10:55
511343,111343,UPI,Success,947.0,2025-01-06 09:35:03
511344,111344,UPI,Success,692.3,2025-01-06 00:46:21
511345,111345,UPI,Success,475.55,2025-01-06 18:10:45
511346,111346,UPI,Success,902.1,2025-01-06 17:33:07
511347,111347,UPI,Success,12697.1,2025-01-06 04:59:01
511348,111348,Debit Card,Success,947.0,2025-01-06 02:01:39
511349,111349,Credit Card,Success,2388.0,2025-01-07 20:37:52
511350,111350,Debit Card,Success,2496.05,2025-01-07 09:27:41
511351,111351,UPI,Success,617.2,2025-01-07 17:02:41
511352,111352,UPI,Success,288.0,2025-01-07 22:44:44
511353,111353,Net Banking,Success,363.1,2025-01-07 21:36:17
511354,111354,UPI,Success,1233.05,2025-01-07 05:22:58
511355,111355,COD,Success,1348.05,2025-01-07 10:24:23
511356,111356,COD,Success,1415.55,2025-01-07 20:46:07
511357,111357,COD,Success,1407.0,2025-01-07 03:17:07
511358,111358,Net Banking,Success,1672.3,2025-01-07 02:51:54
511359,111359,Net Banking,Success,20043.6,2025-01-07 00:06:34
511360,111360,UPI,Success,279.3,2025-01-07 01:37:30
511361,111361,UPI,Success,1565.75,2025-01-07 19:42:11
511362,111362,UPI,Success,1157.1,2025-01-07 22:23:59
511363,111363,UPI,Success,1415.55,2025-01-07 13:38:09
511364,111364,Debit Card,Success,1797.1,2025-01-07 16:47:16
511365,111365,UPI,Success,6141.65,2025-01-07 08:33:29
511366,111366,Debit Card,Success,257.05,2025-01-07 21:33:33
511367,111367,Credit Card,Success,817.2,2025-01-07 17:20:04
511368,111368,Net Banking,Refunded,1856.0,2025-01-07 04:00:16
511369,111369,UPI,Success,7846.25,2025-01-07 07:38:29
511370,111370,Credit Card,Success,911.3,2025-01-07 13:54:40
511371,111371,UPI,Success,1896.3,2025-01-07 23:30:54
511372,111372,COD,Success,475.55,2025-01-07 12:52:54
511373,111373,UPI,Success,1144.95,2025-01-07 13:12:24
511374,111374,UPI,Success,638.7,2025-01-07 12:47:53
511375,111375,UPI,Success,1498.35,2025-01-07 03:24:07
511376,111376,Debit Card,Success,1059.4,2025-01-07 10:06:21
511377,111377,Credit Card,Success,378.0,2025-01-07 17:18:52
511378,111378,UPI,Success,4091.35,2025-01-07 20:05:20
511379,111379,UPI,Success,498.0,2025-01-07 07:49:06
511380,111380,UPI,Success,453.1,2025-01-07 07:41:02
511381,111381,Credit Card,Success,5639.05,2025-01-07 20:59:20
511382,111382,Credit Card,Success,1157.2,2025-01-08 14:39:07
511383,111383,Credit Card,Refunded,1253.05,2025-01-08 04:44:34
511384,111384,COD,Success,1107.0,2025-01-08 22:14:54
511385,111385,Debit Card,Success,847.0,2025-01-08 01:02:13
511386,111386,Debit Card,Success,932.1,2025-01-08 20:11:58
511387,111387,Wallet,Success,902.1,2025-01-08 18:29:31
511388,111388,UPI,Success,508.0,2025-01-08 00:12:42
511389,111389,UPI,Success,16453.05,2025-01-08 00:23:11
511390,111390,Credit Card,Success,295.05,2025-01-08 19:59:22
511391,111391,Credit Card,Refunded,258.0,2025-01-08 23:52:50
511392,111392,UPI,Success,453.1,2025-01-08 02:23:27
511393,111393,UPI,Success,846.05,2025-01-08 12:56:29
511394,111394,Credit Card,Success,717.75,2025-01-08 12:33:40
511395,111395,UPI,Success,453.1,2025-01-08 14:44:56
511396,111396,COD,Success,2555.55,2025-01-08 03:14:42
511397,111397,UPI,Refunded,246.1,2025-01-08 19:14:18
511398,111398,UPI,Success,430.65,2025-01-08 14:12:29
511399,111399,Credit Card,Success,911.2,2025-01-08 22:29:22
511400,111400,UPI,Refunded,803.1,2025-01-08 20:35:57
511401,111401,Debit Card,Success,498.0,2025-01-08 14:26:13
511402,111402,Credit Card,Success,882.75,2025-01-08 10:25:21
511403,111403,UPI,Success,785.2,2025-01-08 09:23:09
511404,111404,Net Banking,Success,812.3,2025-01-08 14:46:15
511405,111405,UPI,Refunded,884.55,2025-01-08 07:03:37
511406,111406,Credit Card,Success,453.1,2025-01-08 16:17:24
511407,111407,Debit Card,Success,1645.1,2025-01-08 12:48:10
511408,111408,UPI,Refunded,1966.4,2025-01-08 13:04:51
511409,111409,UPI,Success,1125.95,2025-01-08 03:51:12
511410,111410,Credit Card,Refunded,1367.0,2025-01-08 04:41:06
511411,111411,Credit Card,Success,3249.1,2025-01-08 11:37:56
511412,111412,UPI,Success,498.0,2025-01-08 08:14:57
